UNITID,F1A01,F1A31,F1A04,F1A05,F1A06,F1A19,F1A07,F1A08,F1A09,F1A10,F1A11,F1A12,F1A13,F1A20,F1A14,F1A15,F1A16,F1A17,F1A18,F1A214,F1A224,F1A234,F1A324,F1A274,F1A27T4,F1A284,F1A334,F1A344,F1D01,F1D02,F1D03,F1D04,F1D05,F1D06,F1B01,F1B02,F1B03,F1B04,F1B04A,F1B04B,F1B05,F1B06,F1B26,F1B07,F1B08,F1B09,F1B10,F1B11,F1B12,F1B13,F1B14,F1B15,F1B16,F1B17,F1B18,F1B19,F1B27,F1B20,F1B21,F1B22,F1B23,F1B24,F1B25,F1C011,F1C012,F1C021,F1C022,F1C031,F1C032,F1C051,F1C052,F1C061,F1C062,F1C071,F1C072,F1C101,F1C111,F1C112,F1C121,F1C122,F1C131,F1C132,F1C141,F1C142,F1C191,F1C192,F1C193,F1C19OM,F1C19DP,F1C19IN,F1C19OT,F1MHP,F1M01,F1M02,F1M03,F1M04,F1MHOP,F1M05,F1M06,F1M07,F1M08,F1E01,F1E02,F1E03,F1E04,F1E05,F1E06,F1E07,F1E08,F1E09,F1E10,F1E11,F1E12,F1E121,F1E122,F1E13,F1E131,F1E132,F1E14,F1E141,F1E142,F1E15,F1E151,F1E152,F1E16,F1E161,F1E162,F1E17,F1E171,F1E172,F1FHA,F1H01,F1H02,F1H03,F1H03A,F1H03B,F1H03C,F1H03D,F1N01,F1N02,F1N03,F1N04,F1N05,F1N06,F1N07
146506,123311663,94467886,0,94467886,217779549,1199411,5885000,6479823,12364823,14835000,11418254,26253254,38618077,38411702,68966326,4076762,0,68906093,141949181,5013637,0,135738259,12743121,1274330,154769347,63631393,0,0,88923554,73470508,15453046,120605797,5890338,141949181,7102583,0,7990714,0,0,0,2112922,,0,,2475155,19681374,0,1700139,0,14924316,16972577,4627118,0,1246597,25144315,64615062,84296436,0,0,0,4627118,4627118,88923554,32097704,12839082,0,0,4517270,1038972,1206568,446430,3375457,1215165,11240968,6969400,5661302,2805817,0,,,,,12565422,0,73470508,22509049,26259960,3625321,4849427,2222025,14004726,2,,,,,2,,,,,4887483,149820,691605,0,0,5597860,11326768,5665466,0,5665466,5661302,4887483,4887483,0,0,0,0,0,0,0,0,0,0,0,0,0,777983,777983,0,1,7,8,1,1,1,0,-1,10502256,88923554,17339574,125209143,49452027,0,76470508
147411,34821370,33498751,2688222,36186973,71008343,1512092,378842,5107035,5485877,8089137,5568547,13657684,19143561,16611619,25030772,7577973,0,4156510,36765255,2600248,0,51559369,9401878,4881142,68442637,34943886,0,0,59249181,52937759,6311422,30453833,0,36765255,6038770,0,0,0,0,0,60888,,0,,0,6099658,0,22036171,10266862,15006502,0,14695,0,884989,0,48209219,54308877,0,0,0,4940304,4940304,59249181,17824221,10731781,0,0,794382,386373,2504912,1222131,5529912,2798548,15086833,2666753,7732244,1906287,283808,,,,,1558968,0,52937759,18089394,11144344,3452336,2637448,300363,17313874,2,,,,,1,-2015788,5568547,10705461,1386086,6183946,1364440,2617536,0,0,2506626,12672548,4940304,0,4940304,7732244,2688174,2688174,0,1362535,1362535,0,889595,889595,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,6311422,54308877,6311422,36765255,11734483,8036829,52937759
155140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36690457,35976055,714402,0,-714402,0,31594,0,0,0,0,0,0,0,0,0,0,31594,22055827,0,0,11773606,0,2060165,0,0,0,35889598,35921192,0,0,0,769265,769265,36690457,6070555,1900896,0,0,0,0,1599766,481108,14466834,3643041,4155176,1532047,4370760,0,0,0,0,0,0,5312964,0,35976055,7557092,3490480,4836132,0,0,20092351,2,,,,,2,,,,,2317761,29793,0,0,702323,1357842,4407719,36959,0,36959,4370760,18313,18313,0,0,0,0,0,0,0,0,0,0,0,0,0,18646,18646,0,2,,,,,,,,35889597,35889597,0,0,0,0,35889597
157401,123274371,226858710,90245180,317103890,440378261,34113305,5476623,23805562,29282185,61247155,174694168,235941323,265223508,26495262,171661275,18378604,25053728,-32320811,182772796,29852916,0,410100074,48863055,7004305,495820350,271025908,0,2064268,192537365,179660561,12876804,169234940,661052,182772796,51136228,6082140,434729,310862,0,310862,23577192,0,9172380,0,5467634,96181165,0,52005700,0,15324271,14247401,1925032,2344023,4796270,2109789,92752486,188933651,3195422,92461,10610,305221,3603714,192537365,75837211,39653355,3253729,1242096,8735911,3066633,15659319,4555771,26931339,7916640,21234928,11666573,15505604,27316866,2076917,0,0,0,0,-14814346,0,179660561,70177985,30173606,22845527,11936092,2390003,42137348,1,-12858864,145698207,7211594,19282255,1,-3537780,26029343,13376576,13447626,12446358,1397720,14007665,0,1142243,46822121,75816107,59875300,435203,60310503,15505604,12446358,12446358,0,1397720,1397720,0,14007665,14007665,0,0,0,0,1142243,1142243,0,31316517,30881314,435203,1,106596412,114945955,8349543,2652017,1076893,0,4620633,-4462640,198834198,6998847,206302282,18378604,66723778,201802696
162122,48621088,141241947,0,141241947,189863035,980377,549890,9067561,9617451,1331773,3066665,4398438,14015889,3301287,139210809,839791,0,33475636,173526236,4279436,0,123597756,5611504,5010103,138498799,85513200,2743149,0,84959914,74464817,10495097,163031139,0,173526236,17876678,2242539,2118183,0,0,0,1827028,,694615,,2853960,27613003,0,19741935,19892210,4763051,0,666227,0,1321114,0,46384537,73997540,0,0,0,10962374,10962374,84959914,24638682,18899201,162610,119484,342419,13089,5976704,2521388,6465104,4482051,20662963,7968842,5162367,1998751,240621,,,,,9055217,0,74464817,34244676,10056657,2682623,7211624,1321114,18948123,1,169131,1828169,403465,258858,1,229815,1238497,2897822,721517,4475401,287650,999069,302900,0,1078474,7143494,1981127,0,1981127,5162367,1241177,1241177,0,79775,79775,0,277075,277075,0,84004,84004,0,0,0,0,299096,299096,0,1,9402517,10285476,882959,160852,820073,-189854,91888,-467280,73997538,10495103,173526236,34315427,0,74464817
174066,1291256486,2481869440,4254218049,6736087489,8027343975,224874532,347086267,530748751,877835018,1644648669,527359917,2172008586,3049843604,463562020,1286261456,1697260404,252653075,1502637948,4738812883,240848974,412175345,4661331748,1068852468,107475087,6490683622,3566640997,50866663,0,3829380047,3682010227,147369820,4590041468,1401595,4738812883,692615257,602336057,95040605,538498037,13359348,525138689,440130304,0,162903146,0,267222,2531790628,18540915,610204489,0,48025106,63619261,114610436,252628317,91389046,9280441,1208298011,3740088639,46330118,12400052,1230565,29330673,89291408,3829380047,811300984,506205785,1101841382,449655364,322292299,145115202,556626978,304039311,152671111,77470630,320424912,176288743,55258231,443284351,84984560,0,0,0,0,-81690021,0,3682010227,1743759595,477152702,240864154,221893813,68302208,930037755,1,-105229106,245107265,109137442,212066021,1,6131941,47604282,9125712,7869678,34114760,24877986,56934250,0,88552026,158609855,363088877,296463994,11366652,307830646,55258231,35010207,35010207,0,8940857,8940857,0,56732485,56732485,0,0,0,0,62072175,62072175,0,145074922,133708270,11366652,1,4901364610,5108881887,207517277,199963058,227853959,-177178325,-43121415,88363352,4958352301,157119801,8526950507,7271097629,2037687400,4887378783
174075,6719425,39532919,5991437,45524356,52243781,0,0,6497989,6497989,0,691456,691456,7189445,0,39354713,6328534,966521,-1595432,45054336,691256,9958723,75863677,8648485,3952,95166093,54927158,0,0,37097837,40409538,-3311701,48366037,0,45054336,8202515,162212,289129,385617,10300,375317,4758659,0,394391,0,4594,14197117,0,13535425,0,2405149,2127054,10000,1565151,1035573,5704,20684056,34881173,0,200000,0,2016664,2216664,37097837,11894936,7096875,876575,142159,1213387,662852,3974101,1676398,3682590,1694267,3539981,1737238,592478,11511364,3239481,0,0,0,0,3124126,0,40409538,16249270,5467438,4966119,2813885,19697,10893129,2,,,,,2,,,,,2202109,151369,2099239,0,1235905,3152413,8841035,7024982,1223575,8248557,592478,2192669,2192669,0,151369,151369,0,2020702,2020702,0,0,0,0,1085054,1085054,0,2798763,1575188,1223575,1,23942175,23375746,-566429,146603,758025,-1060651,-410406,-3007429,34279705,-3311701,48366037,4733102,0,40409538
174233,62724348,164345961,205994364,370340325,433064673,0,0,28758553,28758553,0,9700082,9700082,38458635,467976,190350474,70035758,69831758,63920072,394138062,6451616,23606891,367265921,80164471,11123790,488612689,292274586,0,0,258698234,248691469,10006765,384131297,0,394138062,81314854,9013687,5530461,3019204,18351,3000853,40961978,0,4407765,0,29780,144277729,0,57320003,0,8826404,13206697,33728,7441856,16224184,69178,103122050,247399779,0,205584,0,11092871,11298455,258698234,75877618,46356683,26628134,11188693,7767482,3741613,31789797,12771571,19578455,9622466,14972050,9189565,3044727,50254303,12490239,0,0,0,0,18778903,0,248691469,105360830,37905097,28074431,12308662,100262,64942187,2,,,,,2,,,,,7914530,789445,12779117,0,5805864,14495056,41784012,36584545,2154740,38739285,3044727,7893858,7893858,0,818094,818094,0,12574392,12574392,0,0,0,0,5551807,5551807,0,11901134,9746394,2154740,1,278253841,282901326,4647485,5289324,11140618,-11668072,-114385,9078231,238990980,10006765,384131297,133955829,0,248691469
174251,10917661,38106431,9728627,47835058,58752719,0,0,4985897,4985897,0,422757,422757,5408654,0,40440923,9875175,2083888,944079,53344065,326538,13029217,100310156,8309971,1865012,123840894,83399971,0,0,47371762,50010051,-2638289,55982353,1,53344065,4375424,1447339,211605,212618,0,212618,5400973,0,190094,0,52602,11890655,0,25723145,0,2420630,1893115,29824,1603270,972861,161154,32803999,44694654,0,0,14976,2662132,2677108,47371762,15205080,8301614,782926,204588,1875421,1088048,5541055,2031287,6356834,3099635,3715132,2123080,1367929,11487113,2572002,0,0,0,0,3678561,1,50010051,19420255,6649592,6577603,2932216,5,14430380,2,,,,,2,,,,,1586956,795528,1885576,0,983484,2719200,7970744,4888102,1714713,6602815,1367929,1562142,1562142,0,725626,725626,0,2600334,2600334,0,0,0,0,745108,0,745108,969605,0,969605,1,23228312,24109848,881536,1149501,839960,-973001,-134924,-2154922,44178067,-2638288,55982353,10819253,0,50010051
176965,68753613,209126558,124701610,333828168,402581781,33442640,4762450,40029295,44791745,44395096,202415069,246810165,291601910,4180143,160743784,2913205,984034,-24398655,140242368,15062635,46050441,422105879,64321175,10243961,557784091,315785848,0,0,214546974,225435139,-10888165,136405454,14725079,140242368,79323116,2223421,0,0,0,0,30104962,0,1026411,0,6390208,119068118,0,60101740,0,16086641,2574709,1104961,4454310,1700667,0,86023028,205091146,4113016,5353410,0,-10598,9455828,214546974,99544739,45250493,933033,377756,7945073,3246126,9872995,3531483,31837870,10812354,15102012,11679741,7272839,27551230,3835456,0,0,0,0,25375348,4277504,225435139,83010913,37031748,21686668,21186692,2863638,59655480,1,19449910,172156823,3152869,32762913,1,-164879,2670055,1027274,566729,9743446,2223421,0,0,320983,15566786,27854636,17218494,3363303,20581797,7272839,20581797,17218494,3363303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65431590,73753612,8322022,10044098,5151215,-6721001,-152290,-1069560,205091146,8396866,140242368,2913205,0,206160706
177135,33526945,50562829,3761245,54324074,87851019,9974137,1169006,2343874,3512880,4202978,28749753,32952731,36465611,3097373,47874861,9656111,0,731200,58262172,1936911,0,64470722,1374432,730549,68512614,38835176,0,0,57826046,46441732,11384314,46877860,-2,58262172,13362386,6170508,3243372,201858,201858,0,7114035,,0,,0,30092159,0,8182363,4641882,6663695,0,601772,1948524,568487,263469,22870192,52962351,0,0,0,4863695,4863695,57826046,18480914,11739876,0,0,0,0,1682820,429106,7410210,2299599,4696325,2754548,4575610,4147619,820713,,,,,5448234,1161539,46441732,19205381,4861677,3435007,2464973,102372,16372322,1,592630,24301061,1767733,9113841,2,,,,,6663695,136200,0,0,235032,1934071,8968998,4393388,0,4393388,4575610,2759048,2759048,0,96655,96655,0,0,0,0,0,0,0,0,0,0,1537685,1537685,0,1,3568847,8053738,4484891,2962520,2221167,-63832,-634964,44083460,57826046,11384314,58262172,9656111,5431409,46441732
197887,23110732,131677548,23096279,154773827,177884559,19794228,923139,2490992,3414131,0,55761966,55761966,59176097,17190912,154014805,7009491,2250,-39714768,121311778,5958213,15304416,160254846,21671826,16834626,220023927,65553540,0,0,74309287,61535009,12774278,108537500,0,121311778,5883894,0,0,0,0,0,1198872,,170179,,392594,7645539,0,33901360,7842646,11878745,855312,3966559,852340,406140,32051,59735153,67380692,393687,486567,0,6048341,6928595,74309287,31122284,17565876,0,0,0,0,6855915,4172354,4928698,2996063,11872018,6894619,4197844,2109816,220692,,,,,448434,0,61535009,31849604,6661445,4522402,4280732,19537,14201289,1,4453431,22098608,581078,13888607,1,-4073695,30227819,16153597,5905621,6218205,290861,678807,0,283494,1465047,8936414,4197862,540708,4738570,4197844,3029711,2592803,436908,99050,77413,21637,229663,188605,41058,0,0,0,0,0,0,1380146,1339041,41105,1,6983735,7302678,318943,119575,493016,-346703,53055,6417849,69715088,14077652,132966117,28078215,454587,63365668
197966,4226136,20354065,9303749,29657814,33883950,7050076,283992,1411841,1695833,64065,17739090,17803155,19498988,4822028,21769049,5402882,2861456,-13420377,16613010,573900,4465755,25243341,6831969,1817758,38932723,16187000,0,0,26760853,21155606,5605247,10903667,104096,16613010,1139607,0,0,0,0,0,47762,,0,,405,1187774,0,11615016,3167470,5227785,194031,422400,343767,335089,36388,21341946,22529720,707377,225735,109707,3188314,4231133,26760853,7532472,6279047,0,0,0,0,2933326,2357334,881832,750461,1346208,256964,3454544,437493,0,,,,,4569731,2608969,21155606,12252775,1679454,2586948,913182,0,3723247,1,1506625,9747011,157444,5180532,1,17936,7229654,4664584,1869544,2588757,93573,1772699,0,0,0,4455029,1000485,0,1000485,3454544,594896,594896,0,208314,208314,0,173326,173326,0,0,0,0,23754,23754,0,195,195,0,1,3272987,3598293,325306,109707,-215599,0,431198,1374114,22419603,5605247,8835000,1672882,0,21155606
198084,4531577,40971288,17490762,58462050,62993627,6818916,481511,990112,1471623,1329866,17612280,18942146,20413769,4662428,39202497,17483112,0,-11949263,44736346,1036964,5363849,52183607,6785676,0,65370096,23361844,0,0,25972677,23827320,2145357,42390987,200002,44736346,1058605,0,0,0,0,0,751701,,0,,117242,1927548,0,11706415,4398585,2829581,394013,226284,1421939,192066,590964,21759847,23687395,742899,1542384,0,-1,2285282,25972677,12884174,6607107,0,0,0,0,2185353,1246137,1933230,933595,3177193,1029036,2031809,1147910,459945,,,,,467651,0,23827320,10275820,2275550,3285949,1653215,49819,6286967,1,1554586,6827429,93059,4528140,1,-1136753,9263954,4569369,2290776,2582968,168775,477809,227468,331479,0,3788499,1756690,0,1756690,2031809,1194549,1194549,0,70268,70268,0,228370,228370,0,105401,105401,0,158102,158102,0,0,0,0,1,5484972,5800403,315431,93806,221625,0,0,-139925,23637576,2145357,44356542,19468744,1541221,23777501
198774,14788367,55444285,29675758,85120043,99908410,13927391,711653,3964095,4675748,0,43191623,43191623,47867371,12949378,71669995,12223998,0,-30874941,53019052,5456220,8363281,68125622,16154356,15644713,113744192,37198974,0,0,55245604,41709447,13536157,39485898,-3003,53019052,3714891,0,0,0,0,0,487698,,21104,,133097,4356790,0,23207555,4922276,11337944,808212,831639,0,158221,999297,42265144,46621934,5029854,3593815,0,1,8623670,55245604,21760199,19162442,0,0,749343,468632,3514151,3077805,6736928,3622797,4714009,2524312,4035986,37451,15246,,,,,161380,0,41709447,28871234,3395572,3694224,3037746,161380,2549291,1,3243708,16403641,819121,10079515,1,-3366912,22620712,12130257,3847876,4603528,611838,610637,214660,365239,0,6405902,2369916,0,2369916,4035986,1703113,1703113,0,226355,226355,0,225910,225910,0,0,0,0,0,0,0,214538,214538,0,1,7608694,9220763,1612069,1722560,3549,-114040,0,4912487,46460555,13536157,45985308,19395396,2972144,41548067
198905,1230529,8096538,607559,8704097,9934626,3528516,64541,296019,360560,8992401,32255,9024656,9385216,2589040,8244488,566502,0,-7322104,1488886,166280,2259204,10470302,3813023,0,16708809,8491210,17438,0,11288076,10699304,588772,900114,0,1488886,253333,0,0,0,0,0,136899,,0,,52949,443181,0,7094148,1115277,1651230,91478,14410,395380,29741,0,10391664,10834845,335695,0,0,117536,453231,11288076,4761510,3084291,0,0,0,0,833571,533057,854287,559518,1581774,1343876,802901,303438,29885,,,,,1561823,308034,10699304,5858661,2259142,1061854,483886,943,1034818,1,799178,3560653,78212,2350110,1,-314777,5034273,2510828,1178406,1101897,25799,215156,0,47082,19557,1409491,477055,129535,606590,802901,474213,372947,101266,11103,8732,2371,92595,72822,19773,0,0,0,0,0,0,28679,22554,6125,2,,,,,,,,135541,10834845,588772,1488886,566502,0,10698361
198914,1448591,17966512,9562400,27528912,28977503,4395084,120016,475763,595779,0,11895935,11895935,12491714,4881408,27141583,411908,0,-11554026,15999465,838445,758406,19732025,5424849,8466736,35220461,7948769,0,0,17472432,13005002,4467430,11532036,-1,15999465,337955,0,0,0,0,0,10028,,21564,,6189,375736,0,7817084,1207329,4194566,155131,50434,10000,13128,611706,14059378,14435114,751326,2285991,0,1,3037318,17472432,5336137,3087234,0,0,0,0,1485326,1003392,1311946,781437,3592775,1761795,1266950,9051,0,,,,,2817,0,13005002,6633858,1028270,1023725,539945,819,3778385,1,884606,4702021,287124,3032521,1,-1149094,6648989,4594284,1362563,927134,465427,235459,0,260,145580,1773860,506910,0,506910,1266950,379449,379449,0,558,558,0,74450,74450,0,0,0,0,0,0,0,52453,52453,0,1,5451353,5988561,537208,0,0,0,537208,1430113,14432298,4202941,14262429,695216,9239,13266673
200208,9238920,17802108,2666675,20468783,29707703,0,201261,4516393,4717654,6233660,84481,6318141,11035795,45014,12948067,498325,537220,4643282,18626894,1531918,0,24444733,4838460,1580880,32395991,13013003,0,0,14027328,12342279,1685049,16941845,0,18626894,11838,6312320,218920,163759,0,163759,188155,,0,,2342671,9237663,0,0,0,4377296,0,52200,27000,98472,0,4554968,13792631,0,0,0,234697,234697,14027328,1745030,1093556,59940,30230,360011,181377,2520442,498910,479804,258062,3009228,1386048,1316754,493265,114547,,,,,2357805,283154,12342279,3845884,1468090,692060,1276481,204256,4855508,2,,,,,2,,,,,1056967,959223,199553,0,330890,0,2546633,1096604,133275,1229879,1316754,1110464,999608,110856,0,0,0,57713,47018,10695,0,0,0,0,0,0,61702,49978,11724,1,941656,964468,22812,0,0,0,22812,1685049,14052535,1685049,18626894,8776609,0,14353335
201539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318749,0,0,0,0,0,,,0,,114052,432801,492396,104835,0,329357,111731,365035,0,0,0,1403354,1836155,,,,85900,85900,1922055,1037400,436297,0,0,0,0,0,0,72252,37346,257977,109192,100000,,,,,,,98359,0,1565988,582835,238299,457738,0,0,287116,1,90982,144936543,16456984,35754128,1,7377,8804968,21048229,4072003,182786,112678,0,0,0,100000,395464,295464,0,295464,100000,182786,182786,0,112678,112678,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,,,,,,,,,,,,,,
209074,22303673,86124444,29549084,115673528,137977201,12275359,7950319,11253259,19203578,65743418,30405711,96149129,115352707,16197428,63520596,2314950,0,-47133121,18702425,9163106,0,133901416,17550533,3486628,164101683,65327505,0,0,77452565,86267134,-8814569,27515810,1184,18702425,14631380,7177108,5036798,389832,389832,0,1194425,,0,,4110143,32539686,0,18342564,14948795,5591958,3929126,425855,0,958774,0,44197072,76736758,0,715806,0,1,715807,77452565,35576593,22681339,0,0,244369,0,9261629,4421432,8784855,4657258,11728009,4684482,5103145,0,0,,,,,15568534,0,86267134,36444511,19253011,5139158,4198437,2833094,18398923,1,9974934,35463663,16197428,12241894,2,,,,,5100968,371613,3820836,0,480576,1091876,10865869,5762724,0,5762724,5103145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5762724,5762724,0,1,10868319,10005871,-862448,891978,-1248140,-506286,0,-41278239,76736759,-8814569,18702425,-47133121,50527516,86267134
213525,44747222,59078426,2816931,61895357,106642579,1013110,2447426,7519145,9966571,14574676,3676170,18250846,28217417,236697,44820511,0,0,34381064,79201575,10711331,0,81252941,38746586,502272,131213130,72134704,0,9790770,65713179,62671352,3041827,76159748,0,79201575,24461690,0,0,0,0,0,198160,,0,,1622571,26282421,0,15446647,4664959,9787808,791229,155767,0,560784,0,31407194,57689615,2833635,0,0,5189929,8023564,65713179,21084472,12239919,0,0,0,0,8450196,3726486,10046332,3569019,17514862,5281994,5189929,104161,52490,,,,,281400,0,62671352,24869908,9032643,5102498,4470266,400867,18795170,1,277372,3187202,203697,1000082,1,4028,55000,33000,13028,8670905,338158,1250227,0,122515,1277462,11659267,6469338,0,6469338,5189929,4727242,4727242,0,154181,154181,0,654664,654664,0,0,0,0,0,0,0,933251,933251,0,1,10701196,11471087,769891,67400,1125185,-422694,0,208192,57288748,3041827,79201575,34381064,0,57481423
220321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016901,0,0,0,0,0,,,4146,,0,1021047,0,3007638,0,2045759,2026889,158102,400,155132,723129,8117049,9138096,,,,130164,130164,9268260,3822020,1999759,0,0,0,0,0,0,554234,271156,633473,324744,1407164,,,,,,,182083,0,6598974,2595659,1059376,491405,380131,0,2072403,1,176697,493206,41204,545494,1,4928,174697,173326,116392,834100,1354,1330851,0,43347,0,2209652,657472,145016,802488,1407164,302924,248183,54741,492,403,89,483331,395989,87342,0,0,0,0,0,0,15741,12897,2844,-2,,,,,,,,,,,,,,
221430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281384,0,0,43242,3000,40242,,,0,,86434,1411060,0,2412363,0,1477896,3090368,132417,0,128353,3223,7244620,8655680,,,,1574374,1574374,10230054,4504045,1718134,0,0,0,0,68244,0,761982,303621,1232987,421529,1902896,,,,,,,177336,1,8647490,2443285,968509,780178,1317555,0,3137963,1,136152,380481,41533,407880,1,21072,263405,201421,207790,873047,14550,1638713,0,0,151627,2677937,762639,12402,775041,1902896,252675,248632,4043,4211,4144,67,474272,466683,7589,0,0,0,0,0,0,43883,43180,703,-2,,,,,,,,,,,,,,
228778,2754000745,4871237894,8582805578,13454043472,16208044217,719634,4420733,1298480241,1302900974,64088549,66407801,130496350,1433397324,466357189,4802728612,3755461112,2620602993,3130216621,14309009338,222161837,849845261,6164823335,2343884029,351662844,9932377306,5081907106,20767694,0,4794217688,4164340245,629877443,13671410441,7721454,14309009338,563634043,675298475,79740546,235616003,8444296,227171707,361633017,16968049,366801092,0,3518464,2303209689,0,826504724,0,64857263,0,35000000,317024047,415780118,26235532,1685401684,3988611373,0,-15318163,96036225,724888253,805606315,4794217688,993314647,568182716,990585270,357340111,173214533,65116205,638924496,248252580,52413854,26253848,305665896,132802813,202293294,439824336,147667208,192939524,111666249,0,0,175164395,70432461,4164340245,1727714191,463805055,254350622,388722815,1795905,1327951657,2,,,,,2,,,,,64011630,25488582,39548501,35000,93346242,205210722,427640677,205168984,20178399,225347383,202293294,33731247,30710832,3020415,13431335,12228646,1202689,20840279,18974167,1866112,18443,16792,1651,49189266,44784686,4404580,108136813,98453861,9682952,1,5625135885,5741226537,116090652,96036225,-24971978,0,45026405,-16944613,4794217688,629877443,14309009338,3755461112,4802728612,4164340245
234979,19510354,49248298,63280861,112529159,132039513,0,668966,329670,998636,31187978,4105268,35293246,36291882,8135181,52076033,0,0,35536417,87612450,1885831,0,153852639,12211076,32798848,200748394,59346721,0,0,90212173,94305191,-4093018,117242737,-25537269,87612450,12941528,5468328,1130251,11112895,8841688,2271207,3055245,0,0,0,77713,33785960,0,29207433,0,12163959,3467296,1017183,0,-7655,1121195,46969411,80755371,375088,0,0,9081714,9456802,90212173,30007898,17540925,0,0,0,0,3729295,2024178,10501167,5786080,18848738,11855309,14130086,561539,187513,0,0,0,0,16526468,0,94305191,37394005,12679216,3638047,3382285,6029,37205609,1,3154408,5658079,3135181,3756519,1,644922,23526489,5000000,3131098,7900000,4188293,3467296,10265,0,2301838,17867692,3737606,0,3737606,14130086,2985823,2985823,0,375510,375510,0,251272,251272,0,125001,125001,0,0,0,0,0,0,0,1,21955172,22178863,223691,1582761,-4547725,-2455563,5644218,3776640,89955327,-3638121,139231016,9000000,19585000,93771968
235103,35143368,127027478,21546534,148574012,183717380,10389180,3086906,10038942,13125848,2320068,37235193,39555261,52681109,30493975,114287093,0,0,-3355617,110931476,6326372,0,217006282,11707205,1635639,236675498,101686010,0,0,103361430,119047201,-15685771,129929443,-3312196,110931476,15090973,6160347,3516425,12699183,11129501,1569682,741344,0,71439,0,1139390,39419101,0,38883775,0,7233991,1083552,9169224,0,252347,521752,57144641,96563742,6797689,0,0,-1,6797688,103361430,48894729,22573326,0,0,0,0,8765019,4713424,30904224,10700300,14734207,7705607,4947645,8853310,1126615,0,0,0,0,1948067,0,119047201,46819272,16452847,9740229,4981178,118308,40935367,1,-582926,903722,8373193,7729406,1,-1064164,20772037,22120782,2659774,4052079,1244938,5030026,262004,921425,0,11510472,6305644,257183,6562827,4947645,871116,805131,65985,508052,487973,20079,3808110,3708090,100020,192468,176653,15815,0,0,0,1183081,1127797,55284,1,3269110,3410408,141298,178940,0,0,-37642,-10342420,102275811,-325173,119406268,56210637,3024889,154261334
236504,41422380,65806333,28140678,93947011,135369391,7596778,470294,4962062,5432356,10774265,17466220,28240485,33672841,22667664,86098344,642582,0,-115262,86625664,2000404,0,113826440,8656399,29536167,154019410,56676505,0,0,91531790,79301755,12230035,74374539,21090,86625664,15083000,1968521,7681113,6871397,5815893,1055504,880376,0,231128,0,3522535,36238070,0,35632496,0,7280807,2679055,622953,0,638568,0,46853879,83091949,8439840,0,0,1,8439841,91531790,35256667,19630363,0,0,0,0,6169121,3434871,13128487,7309737,14441318,8040701,6480714,2147914,1195925,0,0,0,0,1677534,198933,79301755,39810530,9172498,8948867,2904465,454085,18011310,1,-1964472,723012,6080799,5837550,1,-1430273,13739042,16586865,1759228,2542771,1523398,3065853,1261856,311897,434883,9140658,2659944,0,2659944,6480714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659944,2659944,0,1,7106044,27113643,20007599,666174,-3742067,-783550,23867042,12230034,83091949,12230034,86625664,21729094,8705000,79301755
236610,34254216,64185645,38797310,102982955,137237171,7482226,1953407,10729024,12682431,33009936,21023582,54033518,66715949,25966470,57029013,1141126,3009,-6136170,52036978,532583,0,92227830,8595309,31806712,133162434,40637494,0,0,109642804,80516153,29126651,37187971,-14277644,52036978,25867516,1741595,3239465,2592548,2420488,172060,331603,,0,,172216,33944943,0,35379584,0,9870576,2685869,255996,0,0,685001,48877026,82821969,26820832,0,0,3,26820835,109642804,39452388,20429083,0,0,0,0,7510930,4112967,8868782,6361964,11595981,4741833,3119061,4742290,1038719,,,,,5226721,70948,80516153,36755514,12280763,5309913,1599512,183912,24386539,1,1722768,3640635,5819870,5580571,1,1062771,13982918,15146600,1901655,2171012,1391410,385465,221463,152771,3508923,7831044,4711983,0,4711983,3119061,1380342,1380342,0,1417413,1417413,0,1475684,1475684,0,196118,196118,0,224332,224332,0,18094,18094,0,1,3702617,4560753,858136,0,243580,-205061,819617,2305816,84992981,29126651,52036978,24767831,34963344,80516153
